1,-0.009126991964876652,-0.3647390305995941,0.48431554436683655,0.23804669082164764,0.5981751084327698,1.107172966003418,-0.528046727180481,-0.5196955800056458,0.08942142874002457,-0.007787784095853567
10,-0.010848738253116608,0.15547984838485718,0.06778223067522049,0.1828325241804123,-0.03880033642053604,0.30999815464019775,0.36483871936798096,0.1961810439825058,0.08324097096920013,0.2684740424156189
11,0.08490759134292603,0.06367547065019608,0.2698934078216553,-0.037063490599393845,-0.1268487274646759,-0.004560957197099924,-0.37808001041412354,-0.17986144125461578,0.13141226768493652,-0.30122438073158264
13,-0.06770917773246765,-0.014517233707010746,0.013653280213475227,0.061944443732500076,-0.014921092428267002,0.07297299802303314,0.011927531100809574,0.4229643940925598,0.04528269171714783,-0.024605151265859604
1800,0.5577322244644165,-0.1866527497768402,-0.14723075926303864,-0.13666392862796783,0.41619807481765747,0.17706608772277832,-0.07675563544034958,-0.2408832311630249,0.16871356964111328,-0.295126736164093
2,-0.5242112874984741,0.5103723406791687,-0.20763573050498962,0.26039448380470276,-0.2693678140640259,0.7948015332221985,-0.1803281009197235,-0.05993632599711418,-0.5979782938957214,0.5165173411369324
20,0.06435927748680115,0.04590673744678497,-0.1865670531988144,-0.059412285685539246,-0.15316657721996307,-0.08477501571178436,0.06080742925405502,0.06886951625347137,-0.06938973814249039,0.41835060715675354
2007,0.08827994763851166,0.0028339994605630636,0.2697078287601471,-0.0021527670323848724,0.09487109631299973,0.2186041921377182,-0.05136885121464729,-0.07358742505311966,-0.39705535769462585,0.05275413393974304
21,-0.33956319093704224,0.33524808287620544,-0.048590146005153656,-0.508826494216919,0.038875117897987366,-0.1407061070203781,-0.02211291715502739,-0.34292668104171753,-0.2766970992088318,-0.07121646404266357
3,-0.2336011826992035,0.6949925422668457,-0.011431856080889702,0.5607554912567139,-0.02937004715204239,0.6284863352775574,-0.17674492299556732,0.38441523909568787,-0.18090127408504486,0.7841200828552246
30,-0.2400398701429367,0.47421470284461975,0.2805749773979187,0.4100908637046814,-0.3874368369579315,-0.28986990451812744,-0.6280794739723206,0.3000580072402954,-0.22291231155395508,-0.12832508981227875
4,-0.7464513778686523,-0.2646341025829315,-0.6155655384063721,0.7066256999969482,-0.3641051948070526,0.2064208835363388,-0.17921307682991028,0.1620732545852661,0.13615727424621582,0.3532646894454956
5,-0.12793894112110138,0.05525173246860504,0.1375036984682083,-0.02469746209681034,0.0679989755153656,0.014016346074640751,0.25243741273880005,0.016700392588973045,0.01421231497079134,0.04310021921992302
535,0.15250757336616516,-0.4087798595428467,-0.13603976368904114,-0.14007095992565155,-0.3321097195148468,-0.11505050212144852,0.31698501110076904,0.268724262714386,-0.12244240939617157,0.16898876428604126
6,-0.4745714068412781,-0.03426017239689827,0.194550022482872,0.5039769411087036,-0.4300190210342407,0.18288591504096985,-0.48019763827323914,-0.031822413206100464,-0.5220396518707275,0.08313536643981934
